"Time (Y, M, D, T, min, sec)","Time < 1s","OUT1"
1/13/2025 1:44:33 PM,0.3467500,0.25432
1/13/2025 1:44:33 PM,0.4092500,0.25342
1/13/2025 1:44:33 PM,0.4717500,0.25184
1/13/2025 1:44:33 PM,0.5342500,0.25058
1/13/2025 1:44:33 PM,0.5967500,0.24911
1/13/2025 1:44:33 PM,0.6592500,0.24865
1/13/2025 1:44:33 PM,0.7217500,0.24867
1/13/2025 1:44:33 PM,0.7842500,0.24799
1/13/2025 1:44:33 PM,0.8467500,0.24764
1/13/2025 1:44:33 PM,0.9092500,0.24867
1/13/2025 1:44:33 PM,0.9717500,0.25015
1/13/2025 1:44:34 PM,0.0342500,0.25144
1/13/2025 1:44:34 PM,0.0967500,0.25291
1/13/2025 1:44:34 PM,0.1592500,0.25418
1/13/2025 1:44:34 PM,0.2217500,0.25531
1/13/2025 1:44:34 PM,0.2842500,0.25724
1/13/2025 1:44:34 PM,0.3467500,0.25990
1/13/2025 1:44:34 PM,0.4092500,0.26397
1/13/2025 1:44:34 PM,0.4717500,0.26724
1/13/2025 1:44:34 PM,0.5342500,0.26929
1/13/2025 1:44:34 PM,0.5967500,0.27193
1/13/2025 1:44:34 PM,0.6592500,0.27538
1/13/2025 1:44:34 PM,0.7217500,0.28039
1/13/2025 1:44:34 PM,0.7842500,0.28566
1/13/2025 1:44:34 PM,0.8467500,0.29012
1/13/2025 1:44:34 PM,0.9092500,0.29391
1/13/2025 1:44:34 PM,0.9717500,0.29753
1/13/2025 1:44:35 PM,0.0342500,0.30129
1/13/2025 1:44:35 PM,0.0967500,0.30503
1/13/2025 1:44:35 PM,0.1592500,0.30861
1/13/2025 1:44:35 PM,0.2217500,0.31223
1/13/2025 1:44:35 PM,0.2842500,0.31572
1/13/2025 1:44:35 PM,0.3467500,0.31932
1/13/2025 1:44:35 PM,0.4092500,0.32334
1/13/2025 1:44:35 PM,0.4717500,0.32600
1/13/2025 1:44:35 PM,0.5342500,0.32697
1/13/2025 1:44:35 PM,0.5967500,0.32805
1/13/2025 1:44:35 PM,0.6592500,0.32925
1/13/2025 1:44:35 PM,0.7217500,0.33007
1/13/2025 1:44:35 PM,0.7842500,0.33069
1/13/2025 1:44:35 PM,0.8467500,0.33123
1/13/2025 1:44:35 PM,0.9092500,0.33164
1/13/2025 1:44:35 PM,0.9717500,0.33284
1/13/2025 1:44:36 PM,0.0342500,0.33459
1/13/2025 1:44:36 PM,0.0967500,0.33648
1/13/2025 1:44:36 PM,0.1592500,0.33842
1/13/2025 1:44:36 PM,0.2217500,0.34072
1/13/2025 1:44:36 PM,0.2842500,0.34390
1/13/2025 1:44:36 PM,0.3467500,0.34769
1/13/2025 1:44:36 PM,0.4092500,0.35143
1/13/2025 1:44:36 PM,0.4717500,0.35455
1/13/2025 1:44:36 PM,0.5342500,0.35734
1/13/2025 1:44:36 PM,0.5967500,0.36005
1/13/2025 1:44:36 PM,0.6592500,0.36215
1/13/2025 1:44:36 PM,0.7217500,0.36356
1/13/2025 1:44:36 PM,0.7842500,0.36447
1/13/2025 1:44:36 PM,0.8467500,0.36442
1/13/2025 1:44:36 PM,0.9092500,0.36427
1/13/2025 1:44:36 PM,0.9717500,0.36431
1/13/2025 1:44:37 PM,0.0342500,0.36449
1/13/2025 1:44:37 PM,0.0967500,0.36484
1/13/2025 1:44:37 PM,0.1592500,0.36453
1/13/2025 1:44:37 PM,0.2217500,0.36375
1/13/2025 1:44:37 PM,0.2842500,0.36200
1/13/2025 1:44:37 PM,0.3467500,0.35975
1/13/2025 1:44:37 PM,0.4092500,0.35809
1/13/2025 1:44:37 PM,0.4717500,0.35679
1/13/2025 1:44:37 PM,0.5342500,0.35556
1/13/2025 1:44:37 PM,0.5967500,0.35399
1/13/2025 1:44:37 PM,0.6592500,0.35144
1/13/2025 1:44:37 PM,0.7217500,0.34884
1/13/2025 1:44:37 PM,0.7842500,0.34726
1/13/2025 1:44:37 PM,0.8467500,0.34611
1/13/2025 1:44:37 PM,0.9092500,0.34545
1/13/2025 1:44:37 PM,0.9717500,0.34488
1/13/2025 1:44:38 PM,0.0342500,0.34398
1/13/2025 1:44:38 PM,0.0967500,0.34355
1/13/2025 1:44:38 PM,0.1592500,0.34373
1/13/2025 1:44:38 PM,0.2217500,0.34452
1/13/2025 1:44:38 PM,0.2842500,0.34543
1/13/2025 1:44:38 PM,0.3467500,0.34662
1/13/2025 1:44:38 PM,0.4092500,0.34906
1/13/2025 1:44:38 PM,0.4717500,0.35304
1/13/2025 1:44:38 PM,0.5342500,0.35820
1/13/2025 1:44:38 PM,0.5967500,0.36485
1/13/2025 1:44:38 PM,0.6592500,0.37459
1/13/2025 1:44:38 PM,0.7217500,0.38986
1/13/2025 1:44:38 PM,0.7842500,0.40427
1/13/2025 1:44:38 PM,0.8467500,0.40031
1/13/2025 1:44:38 PM,0.9092500,0.38775
1/13/2025 1:44:38 PM,0.9717500,0.38479
1/13/2025 1:44:39 PM,0.0342500,0.38284
1/13/2025 1:44:39 PM,0.0967500,0.38166
1/13/2025 1:44:39 PM,0.1592500,0.38300
1/13/2025 1:44:39 PM,0.2217500,0.38293
1/13/2025 1:44:39 PM,0.2842500,0.38374
1/13/2025 1:44:39 PM,0.3467500,0.38701
1/13/2025 1:44:39 PM,0.4092500,0.38520
1/13/2025 1:44:39 PM,0.4717500,0.38000
1/13/2025 1:44:39 PM,0.5342500,0.37888
1/13/2025 1:44:39 PM,0.5967500,0.37946
1/13/2025 1:44:39 PM,0.6592500,0.37927
1/13/2025 1:44:39 PM,0.7217500,0.37877
1/13/2025 1:44:39 PM,0.7842500,0.37867
1/13/2025 1:44:39 PM,0.8467500,0.37926
1/13/2025 1:44:39 PM,0.9092500,0.37978
1/13/2025 1:44:39 PM,0.9717500,0.37918
1/13/2025 1:44:40 PM,0.0342500,0.37747
1/13/2025 1:44:40 PM,0.0967500,0.37484
1/13/2025 1:44:40 PM,0.1592500,0.37146
1/13/2025 1:44:40 PM,0.2217500,0.36682
1/13/2025 1:44:40 PM,0.2842500,0.36126
1/13/2025 1:44:40 PM,0.3467500,0.35664
1/13/2025 1:44:40 PM,0.4092500,0.35336
1/13/2025 1:44:40 PM,0.4717500,0.35049
1/13/2025 1:44:40 PM,0.5342500,0.34810
1/13/2025 1:44:40 PM,0.5967500,0.34710
1/13/2025 1:44:40 PM,0.6592500,0.34527
1/13/2025 1:44:40 PM,0.7217500,0.34018
1/13/2025 1:44:40 PM,0.7842500,0.33472
1/13/2025 1:44:40 PM,0.8467500,0.33124
1/13/2025 1:44:40 PM,0.9092500,0.32851
1/13/2025 1:44:40 PM,0.9717500,0.32464
1/13/2025 1:44:41 PM,0.0342500,0.32107
1/13/2025 1:44:41 PM,0.0967500,0.31958
1/13/2025 1:44:41 PM,0.1592500,0.31858
1/13/2025 1:44:41 PM,0.2217500,0.31718
1/13/2025 1:44:41 PM,0.2842500,0.31526
1/13/2025 1:44:41 PM,0.3467500,0.31202
1/13/2025 1:44:41 PM,0.4092500,0.30826
1/13/2025 1:44:41 PM,0.4717500,0.30547
1/13/2025 1:44:41 PM,0.5342500,0.30262
1/13/2025 1:44:41 PM,0.5967500,0.29995
1/13/2025 1:44:41 PM,0.6592500,0.29773
1/13/2025 1:44:41 PM,0.7217500,0.29528
1/13/2025 1:44:41 PM,0.7842500,0.29323
1/13/2025 1:44:41 PM,0.8467500,0.29159
1/13/2025 1:44:41 PM,0.9092500,0.28934
1/13/2025 1:44:41 PM,0.9717500,0.28729
1/13/2025 1:44:42 PM,0.0342500,0.28525
1/13/2025 1:44:42 PM,0.0967500,0.28280
1/13/2025 1:44:42 PM,0.1592500,0.27973
1/13/2025 1:44:42 PM,0.2217500,0.27613
1/13/2025 1:44:42 PM,0.2842500,0.27231
1/13/2025 1:44:42 PM,0.3467500,0.26900
1/13/2025 1:44:42 PM,0.4092500,0.26609
1/13/2025 1:44:42 PM,0.4717500,0.26348
1/13/2025 1:44:42 PM,0.5342500,0.26246
1/13/2025 1:44:42 PM,0.5967500,0.26284
1/13/2025 1:44:42 PM,0.6592500,0.26389
1/13/2025 1:44:42 PM,0.7217500,0.26476
1/13/2025 1:44:42 PM,0.7842500,0.26446
1/13/2025 1:44:42 PM,0.8467500,0.26317
1/13/2025 1:44:42 PM,0.9092500,0.26079
1/13/2025 1:44:42 PM,0.9717500,0.25845
1/13/2025 1:44:43 PM,0.0342500,0.25737
1/13/2025 1:44:43 PM,0.0967500,0.25746
1/13/2025 1:44:43 PM,0.1592500,0.25855
1/13/2025 1:44:43 PM,0.2217500,0.26060
1/13/2025 1:44:43 PM,0.2842500,0.26345
1/13/2025 1:44:43 PM,0.3467500,0.26614
1/13/2025 1:44:43 PM,0.4092500,0.26841
1/13/2025 1:44:43 PM,0.4717500,0.27117
1/13/2025 1:44:43 PM,0.5342500,0.27423
1/13/2025 1:44:43 PM,0.5967500,0.27718
1/13/2025 1:44:43 PM,0.6592500,0.27986
1/13/2025 1:44:43 PM,0.7217500,0.28182
1/13/2025 1:44:43 PM,0.7842500,0.28174
1/13/2025 1:44:43 PM,0.8467500,0.28001
1/13/2025 1:44:43 PM,0.9092500,0.27807
1/13/2025 1:44:43 PM,0.9717500,0.27575
1/13/2025 1:44:44 PM,0.0342500,0.27360
1/13/2025 1:44:44 PM,0.0967500,0.27173
1/13/2025 1:44:44 PM,0.1592500,0.26891
1/13/2025 1:44:44 PM,0.2217500,0.26503
1/13/2025 1:44:44 PM,0.2842500,0.26092
1/13/2025 1:44:44 PM,0.3467500,0.25730
1/13/2025 1:44:44 PM,0.4092500,0.25428
1/13/2025 1:44:44 PM,0.4717500,0.25177
1/13/2025 1:44:44 PM,0.5342500,0.25028
1/13/2025 1:44:44 PM,0.5967500,0.24964
1/13/2025 1:44:44 PM,0.6592500,0.24952
1/13/2025 1:44:44 PM,0.7217500,0.24965
1/13/2025 1:44:44 PM,0.7842500,0.25013
1/13/2025 1:44:44 PM,0.8467500,0.25177
1/13/2025 1:44:44 PM,0.9092500,0.25416
1/13/2025 1:44:44 PM,0.9717500,0.25646
1/13/2025 1:44:45 PM,0.0342500,0.25863
1/13/2025 1:44:45 PM,0.0967500,0.26091
1/13/2025 1:44:45 PM,0.1592500,0.26279
1/13/2025 1:44:45 PM,0.2217500,0.26384
1/13/2025 1:44:45 PM,0.2842500,0.26495
1/13/2025 1:44:45 PM,0.3467500,0.26406
1/13/2025 1:44:45 PM,0.4092500,0.26131
1/13/2025 1:44:45 PM,0.4717500,0.25945
1/13/2025 1:44:45 PM,0.5342500,0.25730
1/13/2025 1:44:45 PM,0.5967500,0.25476
1/13/2025 1:44:45 PM,0.6592500,0.25172
1/13/2025 1:44:45 PM,0.7217500,0.24868
1/13/2025 1:44:45 PM,0.7842500,0.24716
1/13/2025 1:44:45 PM,0.8467500,0.24807
1/13/2025 1:44:45 PM,0.9092500,0.25071
1/13/2025 1:44:45 PM,0.9717500,0.25412
1/13/2025 1:44:46 PM,0.0342500,0.25644
1/13/2025 1:44:46 PM,0.0967500,0.25665
1/13/2025 1:44:46 PM,0.1592500,0.25623
1/13/2025 1:44:46 PM,0.2217500,0.25589
1/13/2025 1:44:46 PM,0.2842500,0.25553
1/13/2025 1:44:46 PM,0.3467500,0.25545
1/13/2025 1:44:46 PM,0.4092500,0.25592
1/13/2025 1:44:46 PM,0.4717500,0.25648
1/13/2025 1:44:46 PM,0.5342500,0.25659
1/13/2025 1:44:46 PM,0.5967500,0.25624
1/13/2025 1:44:46 PM,0.6592500,0.25567
1/13/2025 1:44:46 PM,0.7217500,0.25490
1/13/2025 1:44:46 PM,0.7842500,0.25380
1/13/2025 1:44:46 PM,0.8467500,0.25255
1/13/2025 1:44:46 PM,0.9092500,0.25114
1/13/2025 1:44:46 PM,0.9717500,0.24963
1/13/2025 1:44:47 PM,0.0342500,0.24796
1/13/2025 1:44:47 PM,0.0967500,0.24604
1/13/2025 1:44:47 PM,0.1592500,0.24516
1/13/2025 1:44:47 PM,0.2217500,0.24493
1/13/2025 1:44:47 PM,0.2842500,0.24452
1/13/2025 1:44:47 PM,0.3467500,0.24365
1/13/2025 1:44:47 PM,0.4092500,0.24188
1/13/2025 1:44:47 PM,0.4717500,0.23860
1/13/2025 1:44:47 PM,0.5342500,0.23489
1/13/2025 1:44:47 PM,0.5967500,0.23256
1/13/2025 1:44:47 PM,0.6592500,0.23120
1/13/2025 1:44:47 PM,0.7217500,0.23039
1/13/2025 1:44:47 PM,0.7842500,0.23010
1/13/2025 1:44:47 PM,0.8467500,0.23049
1/13/2025 1:44:47 PM,0.9092500,0.23094
1/13/2025 1:44:47 PM,0.9717500,0.23083
1/13/2025 1:44:48 PM,0.0342500,0.23019
1/13/2025 1:44:48 PM,0.0967500,0.22858
1/13/2025 1:44:48 PM,0.1592500,0.22623
1/13/2025 1:44:48 PM,0.2217500,0.22367
1/13/2025 1:44:48 PM,0.2842500,0.22121
1/13/2025 1:44:48 PM,0.3467500,0.21944
1/13/2025 1:44:48 PM,0.4092500,0.21793
1/13/2025 1:44:48 PM,0.4717500,0.21612
1/13/2025 1:44:48 PM,0.5342500,0.21411
1/13/2025 1:44:48 PM,0.5967500,0.21220
1/13/2025 1:44:48 PM,0.6592500,0.21048
1/13/2025 1:44:48 PM,0.7217500,0.20882
1/13/2025 1:44:48 PM,0.7842500,0.20762
1/13/2025 1:44:48 PM,0.8467500,0.20681
1/13/2025 1:44:48 PM,0.9092500,0.20651
1/13/2025 1:44:48 PM,0.9717500,0.20614
1/13/2025 1:44:49 PM,0.0342500,0.20535
1/13/2025 1:44:49 PM,0.0967500,0.20569
1/13/2025 1:44:49 PM,0.1592500,0.20536
1/13/2025 1:44:49 PM,0.2217500,0.20171
1/13/2025 1:44:49 PM,0.2842500,0.19808
1/13/2025 1:44:49 PM,0.3467500,0.19727
1/13/2025 1:44:49 PM,0.4092500,0.19645
1/13/2025 1:44:49 PM,0.4717500,0.19555
1/13/2025 1:44:49 PM,0.5342500,0.19443
1/13/2025 1:44:49 PM,0.5967500,0.19318
1/13/2025 1:44:49 PM,0.6592500,0.19214
1/13/2025 1:44:49 PM,0.7217500,0.19150
1/13/2025 1:44:49 PM,0.7842500,0.19117
1/13/2025 1:44:49 PM,0.8467500,0.19102
1/13/2025 1:44:49 PM,0.9092500,0.19134
1/13/2025 1:44:49 PM,0.9717500,0.19256
1/13/2025 1:44:50 PM,0.0342500,0.19333
1/13/2025 1:44:50 PM,0.0967500,0.19376
1/13/2025 1:44:50 PM,0.1592500,0.19449
1/13/2025 1:44:50 PM,0.2217500,0.19544
1/13/2025 1:44:50 PM,0.2842500,0.19601
1/13/2025 1:44:50 PM,0.3467500,0.19626
1/13/2025 1:44:50 PM,0.4092500,0.19668
1/13/2025 1:44:50 PM,0.4717500,0.19705
1/13/2025 1:44:50 PM,0.5342500,0.19741
1/13/2025 1:44:50 PM,0.5967500,0.19862
1/13/2025 1:44:50 PM,0.6592500,0.20026
1/13/2025 1:44:50 PM,0.7217500,0.20156
1/13/2025 1:44:50 PM,0.7842500,0.20265
1/13/2025 1:44:50 PM,0.8467500,0.20299
1/13/2025 1:44:50 PM,0.9092500,0.20293
1/13/2025 1:44:50 PM,0.9717500,0.20290
1/13/2025 1:44:51 PM,0.0342500,0.20314
1/13/2025 1:44:51 PM,0.0967500,0.20392
1/13/2025 1:44:51 PM,0.1592500,0.20534
1/13/2025 1:44:51 PM,0.2217500,0.20655
1/13/2025 1:44:51 PM,0.2842500,0.20728
1/13/2025 1:44:51 PM,0.3467500,0.20855
1/13/2025 1:44:51 PM,0.4092500,0.20984
1/13/2025 1:44:51 PM,0.4717500,0.21120
1/13/2025 1:44:51 PM,0.5342500,0.21195
1/13/2025 1:44:51 PM,0.5967500,0.21206
1/13/2025 1:44:51 PM,0.6592500,0.21189
1/13/2025 1:44:51 PM,0.7217500,0.21144
1/13/2025 1:44:51 PM,0.7842500,0.21165
1/13/2025 1:44:51 PM,0.8467500,0.21281
1/13/2025 1:44:51 PM,0.9092500,0.21504
1/13/2025 1:44:51 PM,0.9717500,0.21650
1/13/2025 1:44:52 PM,0.0342500,0.21657
1/13/2025 1:44:52 PM,0.0967500,0.21761
1/13/2025 1:44:52 PM,0.1592500,0.21981
1/13/2025 1:44:52 PM,0.2217500,0.22069
1/13/2025 1:44:52 PM,0.2842500,0.21924
1/13/2025 1:44:52 PM,0.3467500,0.21783
1/13/2025 1:44:52 PM,0.4092500,0.21760
1/13/2025 1:44:52 PM,0.4717500,0.21822
1/13/2025 1:44:52 PM,0.5342500,0.21892
1/13/2025 1:44:52 PM,0.5967500,0.21987
1/13/2025 1:44:52 PM,0.6592500,0.22148
1/13/2025 1:44:52 PM,0.7217500,0.22268
1/13/2025 1:44:52 PM,0.7842500,0.22267
1/13/2025 1:44:52 PM,0.8467500,0.22165
1/13/2025 1:44:52 PM,0.9092500,0.22049
1/13/2025 1:44:52 PM,0.9717500,0.21980
1/13/2025 1:44:53 PM,0.0342500,0.21900
1/13/2025 1:44:53 PM,0.0967500,0.21824
1/13/2025 1:44:53 PM,0.1592500,0.21803
1/13/2025 1:44:53 PM,0.2217500,0.21800
1/13/2025 1:44:53 PM,0.2842500,0.21803
1/13/2025 1:44:53 PM,0.3467500,0.21821
1/13/2025 1:44:53 PM,0.4092500,0.21797
1/13/2025 1:44:53 PM,0.4717500,0.21730
1/13/2025 1:44:53 PM,0.5342500,0.21689
1/13/2025 1:44:53 PM,0.5967500,0.21628
1/13/2025 1:44:53 PM,0.6592500,0.21544
1/13/2025 1:44:53 PM,0.7217500,0.21483
1/13/2025 1:44:53 PM,0.7842500,0.21454
1/13/2025 1:44:53 PM,0.8467500,0.21442
1/13/2025 1:44:53 PM,0.9092500,0.21462
1/13/2025 1:44:53 PM,0.9717500,0.21488
1/13/2025 1:44:54 PM,0.0342500,0.21561
1/13/2025 1:44:54 PM,0.0967500,0.21785
1/13/2025 1:44:54 PM,0.1592500,0.21780
1/13/2025 1:44:54 PM,0.2217500,0.21620
1/13/2025 1:44:54 PM,0.2842500,0.21560
1/13/2025 1:44:54 PM,0.3467500,0.21482
1/13/2025 1:44:54 PM,0.4092500,0.21454
1/13/2025 1:44:54 PM,0.4717500,0.21455
1/13/2025 1:44:54 PM,0.5342500,0.21439
1/13/2025 1:44:54 PM,0.5967500,0.21389
1/13/2025 1:44:54 PM,0.6592500,0.21319
1/13/2025 1:44:54 PM,0.7217500,0.21323
1/13/2025 1:44:54 PM,0.7842500,0.21373
1/13/2025 1:44:54 PM,0.8467500,0.21416
1/13/2025 1:44:54 PM,0.9092500,0.21473
1/13/2025 1:44:54 PM,0.9717500,0.21545
1/13/2025 1:44:55 PM,0.0342500,0.21633
1/13/2025 1:44:55 PM,0.0967500,0.21671
1/13/2025 1:44:55 PM,0.1592500,0.21706
1/13/2025 1:44:55 PM,0.2217500,0.21790
1/13/2025 1:44:55 PM,0.2842500,0.21882
1/13/2025 1:44:55 PM,0.3467500,0.22167
1/13/2025 1:44:55 PM,0.4092500,0.22354
1/13/2025 1:44:55 PM,0.4717500,0.22471
1/13/2025 1:44:55 PM,0.5342500,0.22602
1/13/2025 1:44:55 PM,0.5967500,0.22543
1/13/2025 1:44:55 PM,0.6592500,0.22526
1/13/2025 1:44:55 PM,0.7217500,0.22352
1/13/2025 1:44:55 PM,0.7842500,0.22190
1/13/2025 1:44:55 PM,0.8467500,0.22352
1/13/2025 1:44:55 PM,0.9092500,0.22391
1/13/2025 1:44:55 PM,0.9717500,0.22361
1/13/2025 1:44:56 PM,0.0342500,0.22455
1/13/2025 1:44:56 PM,0.0967500,0.22506
1/13/2025 1:44:56 PM,0.1592500,0.22549
1/13/2025 1:44:56 PM,0.2217500,0.22517
1/13/2025 1:44:56 PM,0.2842500,0.22366
1/13/2025 1:44:56 PM,0.3467500,0.22212
1/13/2025 1:44:56 PM,0.4092500,0.22221
1/13/2025 1:44:56 PM,0.4717500,0.22634
1/13/2025 1:44:56 PM,0.5342500,0.22976
1/13/2025 1:44:56 PM,0.5967500,0.22979
1/13/2025 1:44:56 PM,0.6592500,0.23139
1/13/2025 1:44:56 PM,0.7217500,0.23355
1/13/2025 1:44:56 PM,0.7842500,0.23556
1/13/2025 1:44:56 PM,0.8467500,0.23977
1/13/2025 1:44:56 PM,0.9092500,0.24386
1/13/2025 1:44:56 PM,0.9717500,0.24410
1/13/2025 1:44:57 PM,0.0342500,0.24163
1/13/2025 1:44:57 PM,0.0967500,0.24056
1/13/2025 1:44:57 PM,0.1592500,0.24009
1/13/2025 1:44:57 PM,0.2217500,0.24021
1/13/2025 1:44:57 PM,0.2842500,0.24122
1/13/2025 1:44:57 PM,0.3467500,0.24263
1/13/2025 1:44:57 PM,0.4092500,0.24374
1/13/2025 1:44:57 PM,0.4717500,0.24467
1/13/2025 1:44:57 PM,0.5342500,0.24751
1/13/2025 1:44:57 PM,0.5967500,0.24843
1/13/2025 1:44:57 PM,0.6592500,0.24659
1/13/2025 1:44:57 PM,0.7217500,0.24564
1/13/2025 1:44:57 PM,0.7842500,0.24577
1/13/2025 1:44:57 PM,0.8467500,0.24583
1/13/2025 1:44:57 PM,0.9092500,0.24517
1/13/2025 1:44:57 PM,0.9717500,0.24519
1/13/2025 1:44:58 PM,0.0342500,0.24484
1/13/2025 1:44:58 PM,0.0967500,0.24417
1/13/2025 1:44:58 PM,0.1592500,0.24433
1/13/2025 1:44:58 PM,0.2217500,0.24445
1/13/2025 1:44:58 PM,0.2842500,0.24392
1/13/2025 1:44:58 PM,0.3467500,0.24258
1/13/2025 1:44:58 PM,0.4092500,0.24144
1/13/2025 1:44:58 PM,0.4717500,0.24105
1/13/2025 1:44:58 PM,0.5342500,0.24169
1/13/2025 1:44:58 PM,0.5967500,0.24289
1/13/2025 1:44:58 PM,0.6592500,0.24410
1/13/2025 1:44:58 PM,0.7217500,0.24569
1/13/2025 1:44:58 PM,0.7842500,0.24707
1/13/2025 1:44:58 PM,0.8467500,0.24748
1/13/2025 1:44:58 PM,0.9092500,0.24719
1/13/2025 1:44:58 PM,0.9717500,0.24677
1/13/2025 1:44:59 PM,0.0342500,0.24595
1/13/2025 1:44:59 PM,0.0967500,0.24499
1/13/2025 1:44:59 PM,0.1592500,0.24441
1/13/2025 1:44:59 PM,0.2217500,0.24465
1/13/2025 1:44:59 PM,0.2842500,0.24550
1/13/2025 1:44:59 PM,0.3467500,0.24664
1/13/2025 1:44:59 PM,0.4092500,0.24752
1/13/2025 1:44:59 PM,0.4717500,0.24733
1/13/2025 1:44:59 PM,0.5342500,0.24614
1/13/2025 1:44:59 PM,0.5967500,0.24415
1/13/2025 1:44:59 PM,0.6592500,0.24152
1/13/2025 1:44:59 PM,0.7217500,0.23850
1/13/2025 1:44:59 PM,0.7842500,0.23590
1/13/2025 1:44:59 PM,0.8467500,0.23456
1/13/2025 1:44:59 PM,0.9092500,0.23534
1/13/2025 1:44:59 PM,0.9717500,0.23671
1/13/2025 1:45:00 PM,0.0342500,0.23788
1/13/2025 1:45:00 PM,0.0967500,0.24000
1/13/2025 1:45:00 PM,0.1592500,0.24210
1/13/2025 1:45:00 PM,0.2217500,0.24381
1/13/2025 1:45:00 PM,0.2842500,0.24528
1/13/2025 1:45:00 PM,0.3467500,0.24628
1/13/2025 1:45:00 PM,0.4092500,0.24786
1/13/2025 1:45:00 PM,0.4717500,0.24978
1/13/2025 1:45:00 PM,0.5342500,0.25115
1/13/2025 1:45:00 PM,0.5967500,0.25153
1/13/2025 1:45:00 PM,0.6592500,0.25148
1/13/2025 1:45:00 PM,0.7217500,0.25114
1/13/2025 1:45:00 PM,0.7842500,0.25034
1/13/2025 1:45:00 PM,0.8467500,0.24965
1/13/2025 1:45:00 PM,0.9092500,0.24866
1/13/2025 1:45:00 PM,0.9717500,0.24719
1/13/2025 1:45:01 PM,0.0342500,0.24594
1/13/2025 1:45:01 PM,0.0967500,0.24562
1/13/2025 1:45:01 PM,0.1592500,0.24604
1/13/2025 1:45:01 PM,0.2217500,0.24601
1/13/2025 1:45:01 PM,0.2842500,0.24570
1/13/2025 1:45:01 PM,0.3467500,0.24609
1/13/2025 1:45:01 PM,0.4092500,0.24649
1/13/2025 1:45:01 PM,0.4717500,0.24685
1/13/2025 1:45:01 PM,0.5342500,0.24813
1/13/2025 1:45:01 PM,0.5967500,0.25017
1/13/2025 1:45:01 PM,0.6592500,0.25125
1/13/2025 1:45:01 PM,0.7217500,0.25101
1/13/2025 1:45:01 PM,0.7842500,0.25034
1/13/2025 1:45:01 PM,0.8467500,0.24872
1/13/2025 1:45:01 PM,0.9092500,0.24748
1/13/2025 1:45:01 PM,0.9717500,0.24834
1/13/2025 1:45:02 PM,0.0342500,0.24950
1/13/2025 1:45:02 PM,0.0967500,0.25164
1/13/2025 1:45:02 PM,0.1592500,0.25390
1/13/2025 1:45:02 PM,0.2217500,0.25468
1/13/2025 1:45:02 PM,0.2842500,0.25559
1/13/2025 1:45:02 PM,0.3467500,0.25676
1/13/2025 1:45:02 PM,0.4092500,0.25552
1/13/2025 1:45:02 PM,0.4717500,0.25280
1/13/2025 1:45:02 PM,0.5342500,0.25163
1/13/2025 1:45:02 PM,0.5967500,0.25033
1/13/2025 1:45:02 PM,0.6592500,0.24850
1/13/2025 1:45:02 PM,0.7217500,0.24681
1/13/2025 1:45:02 PM,0.7842500,0.24542
1/13/2025 1:45:02 PM,0.8467500,0.24369
1/13/2025 1:45:02 PM,0.9092500,0.24193
1/13/2025 1:45:02 PM,0.9717500,0.24070
1/13/2025 1:45:03 PM,0.0342500,0.23968
1/13/2025 1:45:03 PM,0.0967500,0.23849
1/13/2025 1:45:03 PM,0.1592500,0.23768
1/13/2025 1:45:03 PM,0.2217500,0.23742
1/13/2025 1:45:03 PM,0.2842500,0.23799
1/13/2025 1:45:03 PM,0.3467500,0.24244
1/13/2025 1:45:03 PM,0.4092500,0.24594
1/13/2025 1:45:03 PM,0.4717500,0.24514
1/13/2025 1:45:03 PM,0.5342500,0.24461
1/13/2025 1:45:03 PM,0.5967500,0.24573
1/13/2025 1:45:03 PM,0.6592500,0.24688
1/13/2025 1:45:03 PM,0.7217500,0.24790
1/13/2025 1:45:03 PM,0.7842500,0.24887
1/13/2025 1:45:03 PM,0.8467500,0.25049
1/13/2025 1:45:03 PM,0.9092500,0.25291
1/13/2025 1:45:03 PM,0.9717500,0.25444
1/13/2025 1:45:04 PM,0.0342500,0.25542
1/13/2025 1:45:04 PM,0.0967500,0.25596
1/13/2025 1:45:04 PM,0.1592500,0.25544
1/13/2025 1:45:04 PM,0.2217500,0.25456
1/13/2025 1:45:04 PM,0.2842500,0.25287
1/13/2025 1:45:04 PM,0.3467500,0.25149
1/13/2025 1:45:04 PM,0.4092500,0.25045
1/13/2025 1:45:04 PM,0.4717500,0.24969
1/13/2025 1:45:04 PM,0.5342500,0.25055
1/13/2025 1:45:04 PM,0.5967500,0.24917
1/13/2025 1:45:04 PM,0.6592500,0.24670
1/13/2025 1:45:04 PM,0.7217500,0.24587
1/13/2025 1:45:04 PM,0.7842500,0.24485
1/13/2025 1:45:04 PM,0.8467500,0.24401
1/13/2025 1:45:04 PM,0.9092500,0.24394
1/13/2025 1:45:04 PM,0.9717500,0.24371
1/13/2025 1:45:05 PM,0.0342500,0.24310
1/13/2025 1:45:05 PM,0.0967500,0.24321
1/13/2025 1:45:05 PM,0.1592500,0.24412
1/13/2025 1:45:05 PM,0.2217500,0.24618
1/13/2025 1:45:05 PM,0.2842500,0.24734
1/13/2025 1:45:05 PM,0.3467500,0.24669
1/13/2025 1:45:05 PM,0.4092500,0.24713
1/13/2025 1:45:05 PM,0.4717500,0.24769
1/13/2025 1:45:05 PM,0.5342500,0.24758
1/13/2025 1:45:05 PM,0.5967500,0.24812
